"date","covid_cases_total","covid_cases_new","covid_cases_per100K","covid_cases_7day","hover_text_case","copies_day_person_M_mn","copies_day_person_M_se","copies_day_person_7day","hover_text_load","hover_text_load_7day","mutation","variant","frequency","frequency_gapfill","frequency_7day","hover_text_variant"
2021-07-04,323412,0,0,1.45878406599521,"Jul 04, 2021<br><b>1.46</b> cases per 100,000 people",12.1424947582529,0.0853982923519356,10.8975766272462,"Jul 04, 2021<br><b>12.14M</b> copies per person per day","7-day avg. load on Jul 04 :<br><b>10.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 04, 2021<br><b>Omicron</b> NA%"
2021-07-04,323412,0,0,1.45878406599521,"Jul 04, 2021<br><b>1.46</b> cases per 100,000 people",12.1424947582529,0.0853982923519356,10.8975766272462,"Jul 04, 2021<br><b>12.14M</b> copies per person per day","7-day avg. load on Jul 04 :<br><b>10.9M</b> copies per person per day","L452R","Delta",0.454538,0.454538,0.454387,"Jul 04, 2021<br><b>Delta</b> 45.45%"
2021-07-04,323412,0,0,1.45878406599521,"Jul 04, 2021<br><b>1.46</b> cases per 100,000 people",12.1424947582529,0.0853982923519356,10.8975766272462,"Jul 04, 2021<br><b>12.14M</b> copies per person per day","7-day avg. load on Jul 04 :<br><b>10.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.083294,0.083294,0.213559,"Jul 04, 2021<br><b>Alpha, Beta & Gamma</b> 8.33%"
2021-07-05,323412,0,0,1.24199881779778,"Jul 05, 2021<br><b>1.24</b> cases per 100,000 people",9.08304380118385,0.965732789646708,10.2736437309314,"Jul 05, 2021<br><b>9.08M</b> copies per person per day","7-day avg. load on Jul 05 :<br><b>10.3M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 05, 2021<br><b>Omicron</b> NA%"
2021-07-05,323412,0,0,1.24199881779778,"Jul 05, 2021<br><b>1.24</b> cases per 100,000 people",9.08304380118385,0.965732789646708,10.2736437309314,"Jul 05, 2021<br><b>9.08M</b> copies per person per day","7-day avg. load on Jul 05 :<br><b>10.3M</b> copies per person per day","L452R","Delta",0.628576,0.628576,0.448944,"Jul 05, 2021<br><b>Delta</b> 62.86%"
2021-07-05,323412,0,0,1.24199881779778,"Jul 05, 2021<br><b>1.24</b> cases per 100,000 people",9.08304380118385,0.965732789646708,10.2736437309314,"Jul 05, 2021<br><b>9.08M</b> copies per person per day","7-day avg. load on Jul 05 :<br><b>10.3M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.049982,0.049982,0.199273,"Jul 05, 2021<br><b>Alpha, Beta & Gamma</b> 5%"
2021-07-06,323494,82,2.59239025969427,1.33232600454671,"Jul 06, 2021<br><b>1.33</b> cases per 100,000 people",12.9751003660861,2.200993833565,10.8992851334845,"Jul 06, 2021<br><b>12.98M</b> copies per person per day","7-day avg. load on Jul 06 :<br><b>10.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 06, 2021<br><b>Omicron</b> NA%"
2021-07-06,323494,82,2.59239025969427,1.33232600454671,"Jul 06, 2021<br><b>1.33</b> cases per 100,000 people",12.9751003660861,2.200993833565,10.8992851334845,"Jul 06, 2021<br><b>12.98M</b> copies per person per day","7-day avg. load on Jul 06 :<br><b>10.9M</b> copies per person per day","L452R","Delta",0.5,0.5,0.442142,"Jul 06, 2021<br><b>Delta</b> 50%"
2021-07-06,323494,82,2.59239025969427,1.33232600454671,"Jul 06, 2021<br><b>1.33</b> cases per 100,000 people",12.9751003660861,2.200993833565,10.8992851334845,"Jul 06, 2021<br><b>12.98M</b> copies per person per day","7-day avg. load on Jul 06 :<br><b>10.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0,0,0.157948,"Jul 06, 2021<br><b>Alpha, Beta & Gamma</b> 0%"
2021-07-07,323629,135,4.26795957388692,1.73428198557945,"Jul 07, 2021<br><b>1.73</b> cases per 100,000 people",13.2055971313254,0.103531538569644,11.282146877967,"Jul 07, 2021<br><b>13.21M</b> copies per person per day","7-day avg. load on Jul 07 :<br><b>11.3M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 07, 2021<br><b>Omicron</b> NA%"
2021-07-07,323629,135,4.26795957388692,1.73428198557945,"Jul 07, 2021<br><b>1.73</b> cases per 100,000 people",13.2055971313254,0.103531538569644,11.282146877967,"Jul 07, 2021<br><b>13.21M</b> copies per person per day","7-day avg. load on Jul 07 :<br><b>11.3M</b> copies per person per day","L452R","Delta",1,1,0.523775,"Jul 07, 2021<br><b>Delta</b> 100%"
2021-07-07,323629,135,4.26795957388692,1.73428198557945,"Jul 07, 2021<br><b>1.73</b> cases per 100,000 people",13.2055971313254,0.103531538569644,11.282146877967,"Jul 07, 2021<br><b>13.21M</b> copies per person per day","7-day avg. load on Jul 07 :<br><b>11.3M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,0.166652,0.120532,"Jul 07, 2021<br><b>Alpha, Beta & Gamma</b> NaN%"
2021-07-08,323705,76,2.40270316752152,1.89235456239007,"Jul 08, 2021<br><b>1.89</b> cases per 100,000 people",15.8274242742849,0.499121425735519,12.4599409105426,"Jul 08, 2021<br><b>15.83M</b> copies per person per day","7-day avg. load on Jul 08 :<br><b>12.5M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 08, 2021<br><b>Omicron</b> NA%"
2021-07-08,323705,76,2.40270316752152,1.89235456239007,"Jul 08, 2021<br><b>1.89</b> cases per 100,000 people",15.8274242742849,0.499121425735519,12.4599409105426,"Jul 08, 2021<br><b>15.83M</b> copies per person per day","7-day avg. load on Jul 08 :<br><b>12.5M</b> copies per person per day","L452R","Delta",1,1,0.577345,"Jul 08, 2021<br><b>Delta</b> 100%"
2021-07-08,323705,76,2.40270316752152,1.89235456239007,"Jul 08, 2021<br><b>1.89</b> cases per 100,000 people",15.8274242742849,0.499121425735519,12.4599409105426,"Jul 08, 2021<br><b>15.83M</b> copies per person per day","7-day avg. load on Jul 08 :<br><b>12.5M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.333303,0.333303,0.168147,"Jul 08, 2021<br><b>Alpha, Beta & Gamma</b> 33.33%"
2021-07-09,323794,89,2.81369186722915,2.05494349853814,"Jul 09, 2021<br><b>2.05</b> cases per 100,000 people",20.3096642799001,0.240334459912064,13.7191700175537,"Jul 09, 2021<br><b>20.31M</b> copies per person per day","7-day avg. load on Jul 09 :<br><b>13.7M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 09, 2021<br><b>Omicron</b> NA%"
2021-07-09,323794,89,2.81369186722915,2.05494349853814,"Jul 09, 2021<br><b>2.05</b> cases per 100,000 people",20.3096642799001,0.240334459912064,13.7191700175537,"Jul 09, 2021<br><b>20.31M</b> copies per person per day","7-day avg. load on Jul 09 :<br><b>13.7M</b> copies per person per day","L452R","Delta",NA,0.916677,0.690444,"Jul 09, 2021<br><b>Delta</b> NA%"
2021-07-09,323794,89,2.81369186722915,2.05494349853814,"Jul 09, 2021<br><b>2.05</b> cases per 100,000 people",20.3096642799001,0.240334459912064,13.7191700175537,"Jul 09, 2021<br><b>20.31M</b> copies per person per day","7-day avg. load on Jul 09 :<br><b>13.7M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,0.166652,0.161886,"Jul 09, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-07-10,323794,0,0,1.72524926690455,"Jul 10, 2021<br><b>1.73</b> cases per 100,000 people",27.659452401022,0.169571443384555,15.8861110017222,"Jul 10, 2021<br><b>27.66M</b> copies per person per day","7-day avg. load on Jul 10 :<br><b>15.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 10, 2021<br><b>Omicron</b> NA%"
2021-07-10,323794,0,0,1.72524926690455,"Jul 10, 2021<br><b>1.73</b> cases per 100,000 people",27.659452401022,0.169571443384555,15.8861110017222,"Jul 10, 2021<br><b>27.66M</b> copies per person per day","7-day avg. load on Jul 10 :<br><b>15.9M</b> copies per person per day","L452R","Delta",0.833354,0.833354,0.761878,"Jul 10, 2021<br><b>Delta</b> 83.34%"
2021-07-10,323794,0,0,1.72524926690455,"Jul 10, 2021<br><b>1.73</b> cases per 100,000 people",27.659452401022,0.169571443384555,15.8861110017222,"Jul 10, 2021<br><b>27.66M</b> copies per person per day","7-day avg. load on Jul 10 :<br><b>15.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0,0,0.114269,"Jul 10, 2021<br><b>Alpha, Beta & Gamma</b> 0%"
2021-07-11,323794,0,0,1.72524926690455,"Jul 11, 2021<br><b>1.73</b> cases per 100,000 people",23.4615805672876,0.0975377777155452,17.5031232601557,"Jul 11, 2021<br><b>23.46M</b> copies per person per day","7-day avg. load on Jul 11 :<br><b>17.5M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 11, 2021<br><b>Omicron</b> NA%"
2021-07-11,323794,0,0,1.72524926690455,"Jul 11, 2021<br><b>1.73</b> cases per 100,000 people",23.4615805672876,0.0975377777155452,17.5031232601557,"Jul 11, 2021<br><b>23.46M</b> copies per person per day","7-day avg. load on Jul 11 :<br><b>17.5M</b> copies per person per day","L452R","Delta",0.90002,0.90002,0.825518,"Jul 11, 2021<br><b>Delta</b> 90%"
2021-07-11,323794,0,0,1.72524926690455,"Jul 11, 2021<br><b>1.73</b> cases per 100,000 people",23.4615805672876,0.0975377777155452,17.5031232601557,"Jul 11, 2021<br><b>23.46M</b> copies per person per day","7-day avg. load on Jul 11 :<br><b>17.5M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.5,0.5,0.173798,"Jul 11, 2021<br><b>Alpha, Beta & Gamma</b> 50%"
2021-07-12,323923,129,4.07827248171416,2.30785962143515,"Jul 12, 2021<br><b>2.31</b> cases per 100,000 people",21.4087524009522,1.99173918452293,19.2639387744083,"Jul 12, 2021<br><b>21.41M</b> copies per person per day","7-day avg. load on Jul 12 :<br><b>19.3M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 12, 2021<br><b>Omicron</b> NA%"
2021-07-12,323923,129,4.07827248171416,2.30785962143515,"Jul 12, 2021<br><b>2.31</b> cases per 100,000 people",21.4087524009522,1.99173918452293,19.2639387744083,"Jul 12, 2021<br><b>21.41M</b> copies per person per day","7-day avg. load on Jul 12 :<br><b>19.3M</b> copies per person per day","L452R","Delta",NA,0.95001,0.871437,"Jul 12, 2021<br><b>Delta</b> NA%"
2021-07-12,323923,129,4.07827248171416,2.30785962143515,"Jul 12, 2021<br><b>2.31</b> cases per 100,000 people",21.4087524009522,1.99173918452293,19.2639387744083,"Jul 12, 2021<br><b>21.41M</b> copies per person per day","7-day avg. load on Jul 12 :<br><b>19.3M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,0.25,0.202372,"Jul 12, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-07-13,324167,244,7.71394174835857,3.03950983410148,"Jul 13, 2021<br><b>3.04</b> cases per 100,000 people",18.3951258446856,4.17163076552567,20.038228128494,"Jul 13, 2021<br><b>18.4M</b> copies per person per day","7-day avg. load on Jul 13 :<br><b>20M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 13, 2021<br><b>Omicron</b> NA%"
2021-07-13,324167,244,7.71394174835857,3.03950983410148,"Jul 13, 2021<br><b>3.04</b> cases per 100,000 people",18.3951258446856,4.17163076552567,20.038228128494,"Jul 13, 2021<br><b>18.4M</b> copies per person per day","7-day avg. load on Jul 13 :<br><b>20M</b> copies per person per day","L452R","Delta",1,1,0.942866,"Jul 13, 2021<br><b>Delta</b> 100%"
2021-07-13,324167,244,7.71394174835857,3.03950983410148,"Jul 13, 2021<br><b>3.04</b> cases per 100,000 people",18.3951258446856,4.17163076552567,20.038228128494,"Jul 13, 2021<br><b>18.4M</b> copies per person per day","7-day avg. load on Jul 13 :<br><b>20M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0,0,0.202372,"Jul 13, 2021<br><b>Alpha, Beta & Gamma</b> 0%"
2021-07-14,324317,150,4.7421773043188,3.10725522416317,"Jul 14, 2021<br><b>3.11</b> cases per 100,000 people",25.6614220317895,2.95258040797303,21.8176316857032,"Jul 14, 2021<br><b>25.66M</b> copies per person per day","7-day avg. load on Jul 14 :<br><b>21.8M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 14, 2021<br><b>Omicron</b> NA%"
2021-07-14,324317,150,4.7421773043188,3.10725522416317,"Jul 14, 2021<br><b>3.11</b> cases per 100,000 people",25.6614220317895,2.95258040797303,21.8176316857032,"Jul 14, 2021<br><b>25.66M</b> copies per person per day","7-day avg. load on Jul 14 :<br><b>21.8M</b> copies per person per day","L452R","Delta",0.87502,0.87502,0.925011,"Jul 14, 2021<br><b>Delta</b> 87.5%"
2021-07-14,324317,150,4.7421773043188,3.10725522416317,"Jul 14, 2021<br><b>3.11</b> cases per 100,000 people",25.6614220317895,2.95258040797303,21.8176316857032,"Jul 14, 2021<br><b>25.66M</b> copies per person per day","7-day avg. load on Jul 14 :<br><b>21.8M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.040771,0.040771,0.184389,"Jul 14, 2021<br><b>Alpha, Beta & Gamma</b> 4.08%"
2021-07-15,324425,108,3.41436765910953,3.25177872296146,"Jul 15, 2021<br><b>3.25</b> cases per 100,000 people",29.4552897243532,4.59003429978951,23.7644696071415,"Jul 15, 2021<br><b>29.46M</b> copies per person per day","7-day avg. load on Jul 15 :<br><b>23.8M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 15, 2021<br><b>Omicron</b> NA%"
2021-07-15,324425,108,3.41436765910953,3.25177872296146,"Jul 15, 2021<br><b>3.25</b> cases per 100,000 people",29.4552897243532,4.59003429978951,23.7644696071415,"Jul 15, 2021<br><b>29.46M</b> copies per person per day","7-day avg. load on Jul 15 :<br><b>23.8M</b> copies per person per day","L452R","Delta",NA,0.881964,0.908149,"Jul 15, 2021<br><b>Delta</b> NA%"
2021-07-15,324425,108,3.41436765910953,3.25177872296146,"Jul 15, 2021<br><b>3.25</b> cases per 100,000 people",29.4552897243532,4.59003429978951,23.7644696071415,"Jul 15, 2021<br><b>29.46M</b> copies per person per day","7-day avg. load on Jul 15 :<br><b>23.8M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,0.050665,0.144013,"Jul 15, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-07-16,324578,153,4.83702085040517,3.54082572055803,"Jul 16, 2021<br><b>3.54</b> cases per 100,000 people",20.9816176193627,1.88820904846575,23.8604629413504,"Jul 16, 2021<br><b>20.98M</b> copies per person per day","7-day avg. load on Jul 16 :<br><b>23.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 16, 2021<br><b>Omicron</b> NA%"
2021-07-16,324578,153,4.83702085040517,3.54082572055803,"Jul 16, 2021<br><b>3.54</b> cases per 100,000 people",20.9816176193627,1.88820904846575,23.8604629413504,"Jul 16, 2021<br><b>20.98M</b> copies per person per day","7-day avg. load on Jul 16 :<br><b>23.9M</b> copies per person per day","L452R","Delta",0.888908,0.888908,0.904182,"Jul 16, 2021<br><b>Delta</b> 88.89%"
2021-07-16,324578,153,4.83702085040517,3.54082572055803,"Jul 16, 2021<br><b>3.54</b> cases per 100,000 people",20.9816176193627,1.88820904846575,23.8604629413504,"Jul 16, 2021<br><b>20.98M</b> copies per person per day","7-day avg. load on Jul 16 :<br><b>23.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.06056,0.06056,0.128857,"Jul 16, 2021<br><b>Alpha, Beta & Gamma</b> 6.06%"
2021-07-17,324578,0,0,3.54082572055803,"Jul 17, 2021<br><b>3.54</b> cases per 100,000 people",27.8932254896175,0.280906069187975,23.8938590968641,"Jul 17, 2021<br><b>27.89M</b> copies per person per day","7-day avg. load on Jul 17 :<br><b>23.9M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 17, 2021<br><b>Omicron</b> NA%"
2021-07-17,324578,0,0,3.54082572055803,"Jul 17, 2021<br><b>3.54</b> cases per 100,000 people",27.8932254896175,0.280906069187975,23.8938590968641,"Jul 17, 2021<br><b>27.89M</b> copies per person per day","7-day avg. load on Jul 17 :<br><b>23.9M</b> copies per person per day","L452R","Delta",1,1,0.927989,"Jul 17, 2021<br><b>Delta</b> 100%"
2021-07-17,324578,0,0,3.54082572055803,"Jul 17, 2021<br><b>3.54</b> cases per 100,000 people",27.8932254896175,0.280906069187975,23.8938590968641,"Jul 17, 2021<br><b>27.89M</b> copies per person per day","7-day avg. load on Jul 17 :<br><b>23.9M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.062458,0.062458,0.137779,"Jul 17, 2021<br><b>Alpha, Beta & Gamma</b> 6.25%"
2021-07-18,324578,0,0,3.54082572055803,"Jul 18, 2021<br><b>3.54</b> cases per 100,000 people",22.3351552684461,0.28756161716161,23.7329411970296,"Jul 18, 2021<br><b>22.34M</b> copies per person per day","7-day avg. load on Jul 18 :<br><b>23.7M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 18, 2021<br><b>Omicron</b> NA%"
2021-07-18,324578,0,0,3.54082572055803,"Jul 18, 2021<br><b>3.54</b> cases per 100,000 people",22.3351552684461,0.28756161716161,23.7329411970296,"Jul 18, 2021<br><b>22.34M</b> copies per person per day","7-day avg. load on Jul 18 :<br><b>23.7M</b> copies per person per day","L452R","Delta",NA,0.900013,0.927988,"Jul 18, 2021<br><b>Delta</b> NA%"
2021-07-18,324578,0,0,3.54082572055803,"Jul 18, 2021<br><b>3.54</b> cases per 100,000 people",22.3351552684461,0.28756161716161,23.7329411970296,"Jul 18, 2021<br><b>22.34M</b> copies per person per day","7-day avg. load on Jul 18 :<br><b>23.7M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,0.063806,0.075466,"Jul 18, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-07-19,324751,173,5.46931115764768,3.73954553140568,"Jul 19, 2021<br><b>3.74</b> cases per 100,000 people",24.973362590147,1.49422382706929,24.2421712240574,"Jul 19, 2021<br><b>24.97M</b> copies per person per day","7-day avg. load on Jul 19 :<br><b>24.2M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 19, 2021<br><b>Omicron</b> NA%"
2021-07-19,324751,173,5.46931115764768,3.73954553140568,"Jul 19, 2021<br><b>3.74</b> cases per 100,000 people",24.973362590147,1.49422382706929,24.2421712240574,"Jul 19, 2021<br><b>24.97M</b> copies per person per day","7-day avg. load on Jul 19 :<br><b>24.2M</b> copies per person per day","L452R","Delta",0.800027,0.800027,0.906562,"Jul 19, 2021<br><b>Delta</b> 80%"
2021-07-19,324751,173,5.46931115764768,3.73954553140568,"Jul 19, 2021<br><b>3.74</b> cases per 100,000 people",24.973362590147,1.49422382706929,24.2421712240574,"Jul 19, 2021<br><b>24.97M</b> copies per person per day","7-day avg. load on Jul 19 :<br><b>24.2M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.065154,0.065154,0.049059,"Jul 19, 2021<br><b>Alpha, Beta & Gamma</b> 6.52%"
2021-07-20,325145,394,12.4561190526774,4.41699943202265,"Jul 20, 2021<br><b>4.42</b> cases per 100,000 people",38.2836394937455,1.28057074273267,27.0833874596374,"Jul 20, 2021<br><b>38.28M</b> copies per person per day","7-day avg. load on Jul 20 :<br><b>27.1M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 20, 2021<br><b>Omicron</b> NA%"
2021-07-20,325145,394,12.4561190526774,4.41699943202265,"Jul 20, 2021<br><b>4.42</b> cases per 100,000 people",38.2836394937455,1.28057074273267,27.0833874596374,"Jul 20, 2021<br><b>38.28M</b> copies per person per day","7-day avg. load on Jul 20 :<br><b>27.1M</b> copies per person per day","L452R","Delta",0.777803,0.777803,0.874819,"Jul 20, 2021<br><b>Delta</b> 77.78%"
2021-07-20,325145,394,12.4561190526774,4.41699943202265,"Jul 20, 2021<br><b>4.42</b> cases per 100,000 people",38.2836394937455,1.28057074273267,27.0833874596374,"Jul 20, 2021<br><b>38.28M</b> copies per person per day","7-day avg. load on Jul 20 :<br><b>27.1M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.081553,0.081553,0.06071,"Jul 20, 2021<br><b>Alpha, Beta & Gamma</b> 8.16%"
2021-07-21,325317,172,5.43769664228555,4.51635933744647,"Jul 21, 2021<br><b>4.52</b> cases per 100,000 people",26.0225866423065,0.26630160233944,27.1349824039969,"Jul 21, 2021<br><b>26.02M</b> copies per person per day","7-day avg. load on Jul 21 :<br><b>27.1M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 21, 2021<br><b>Omicron</b> NA%"
2021-07-21,325317,172,5.43769664228555,4.51635933744647,"Jul 21, 2021<br><b>4.52</b> cases per 100,000 people",26.0225866423065,0.26630160233944,27.1349824039969,"Jul 21, 2021<br><b>26.02M</b> copies per person per day","7-day avg. load on Jul 21 :<br><b>27.1M</b> copies per person per day","L452R","Delta",NA,0.826412,0.867875,"Jul 21, 2021<br><b>Delta</b> NA%"
2021-07-21,325317,172,5.43769664228555,4.51635933744647,"Jul 21, 2021<br><b>4.52</b> cases per 100,000 people",26.0225866423065,0.26630160233944,27.1349824039969,"Jul 21, 2021<br><b>26.02M</b> copies per person per day","7-day avg. load on Jul 21 :<br><b>27.1M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,0.05296,0.062451,"Jul 21, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-07-22,325529,212,6.70227725677056,4.98606070854091,"Jul 22, 2021<br><b>4.99</b> cases per 100,000 people",40.5141741224152,1.97888957575238,28.7148230322915,"Jul 22, 2021<br><b>40.51M</b> copies per person per day","7-day avg. load on Jul 22 :<br><b>28.7M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 22, 2021<br><b>Omicron</b> NA%"
2021-07-22,325529,212,6.70227725677056,4.98606070854091,"Jul 22, 2021<br><b>4.99</b> cases per 100,000 people",40.5141741224152,1.97888957575238,28.7148230322915,"Jul 22, 2021<br><b>40.51M</b> copies per person per day","7-day avg. load on Jul 22 :<br><b>28.7M</b> copies per person per day","L452R","Delta",0.87502,0.87502,0.866883,"Jul 22, 2021<br><b>Delta</b> 87.5%"
2021-07-22,325529,212,6.70227725677056,4.98606070854091,"Jul 22, 2021<br><b>4.99</b> cases per 100,000 people",40.5141741224152,1.97888957575238,28.7148230322915,"Jul 22, 2021<br><b>40.51M</b> copies per person per day","7-day avg. load on Jul 22 :<br><b>28.7M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0.024367,0.024367,0.058694,"Jul 22, 2021<br><b>Alpha, Beta & Gamma</b> 2.44%"
2021-07-23,325749,220,6.95519337966757,5.28865678414982,"Jul 23, 2021<br><b>5.29</b> cases per 100,000 people",46.0156964267896,2.68598330210883,32.2911200047811,"Jul 23, 2021<br><b>46.02M</b> copies per person per day","7-day avg. load on Jul 23 :<br><b>32.3M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 23, 2021<br><b>Omicron</b> NA%"
2021-07-23,325749,220,6.95519337966757,5.28865678414982,"Jul 23, 2021<br><b>5.29</b> cases per 100,000 people",46.0156964267896,2.68598330210883,32.2911200047811,"Jul 23, 2021<br><b>46.02M</b> copies per person per day","7-day avg. load on Jul 23 :<br><b>32.3M</b> copies per person per day","L452R","Delta",0.800041,0.800041,0.854188,"Jul 23, 2021<br><b>Delta</b> 80%"
2021-07-23,325749,220,6.95519337966757,5.28865678414982,"Jul 23, 2021<br><b>5.29</b> cases per 100,000 people",46.0156964267896,2.68598330210883,32.2911200047811,"Jul 23, 2021<br><b>46.02M</b> copies per person per day","7-day avg. load on Jul 23 :<br><b>32.3M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0,0,0.050043,"Jul 23, 2021<br><b>Alpha, Beta & Gamma</b> 0%"
2021-07-24,325749,0,0,5.28865678414982,"Jul 24, 2021<br><b>5.29</b> cases per 100,000 people",48.8872238756047,1.82300463428861,35.2902626313507,"Jul 24, 2021<br><b>48.89M</b> copies per person per day","7-day avg. load on Jul 24 :<br><b>35.3M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 24, 2021<br><b>Omicron</b> NA%"
2021-07-24,325749,0,0,5.28865678414982,"Jul 24, 2021<br><b>5.29</b> cases per 100,000 people",48.8872238756047,1.82300463428861,35.2902626313507,"Jul 24, 2021<br><b>48.89M</b> copies per person per day","7-day avg. load on Jul 24 :<br><b>35.3M</b> copies per person per day","L452R","Delta",NA,0.867787,0.8353,"Jul 24, 2021<br><b>Delta</b> NA%"
2021-07-24,325749,0,0,5.28865678414982,"Jul 24, 2021<br><b>5.29</b> cases per 100,000 people",48.8872238756047,1.82300463428861,35.2902626313507,"Jul 24, 2021<br><b>48.89M</b> copies per person per day","7-day avg. load on Jul 24 :<br><b>35.3M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",NA,0,0.04112,"Jul 24, 2021<br><b>Alpha, Beta & Gamma</b> NA%"
2021-07-25,325749,0,0,5.28865678414982,"Jul 25, 2021<br><b>5.29</b> cases per 100,000 people",59.1372906905762,0.899110235441312,40.5477105487978,"Jul 25, 2021<br><b>59.14M</b> copies per person per day","7-day avg. load on Jul 25 :<br><b>40.5M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 25, 2021<br><b>Omicron</b> NA%"
2021-07-25,325749,0,0,5.28865678414982,"Jul 25, 2021<br><b>5.29</b> cases per 100,000 people",59.1372906905762,0.899110235441312,40.5477105487978,"Jul 25, 2021<br><b>59.14M</b> copies per person per day","7-day avg. load on Jul 25 :<br><b>40.5M</b> copies per person per day","L452R","Delta",0.935533,0.935533,0.840375,"Jul 25, 2021<br><b>Delta</b> 93.55%"
2021-07-25,325749,0,0,5.28865678414982,"Jul 25, 2021<br><b>5.29</b> cases per 100,000 people",59.1372906905762,0.899110235441312,40.5477105487978,"Jul 25, 2021<br><b>59.14M</b> copies per person per day","7-day avg. load on Jul 25 :<br><b>40.5M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0,0,0.032005,"Jul 25, 2021<br><b>Alpha, Beta & Gamma</b> 0%"
2021-07-26,326010,261,8.2513885095147,5.68609640584511,"Jul 26, 2021<br><b>5.69</b> cases per 100,000 people",43.1679398596279,1.52561274656031,43.1469358730094,"Jul 26, 2021<br><b>43.17M</b> copies per person per day","7-day avg. load on Jul 26 :<br><b>43.1M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 26, 2021<br><b>Omicron</b> NA%"
2021-07-26,326010,261,8.2513885095147,5.68609640584511,"Jul 26, 2021<br><b>5.69</b> cases per 100,000 people",43.1679398596279,1.52561274656031,43.1469358730094,"Jul 26, 2021<br><b>43.17M</b> copies per person per day","7-day avg. load on Jul 26 :<br><b>43.1M</b> copies per person per day","L452R","Delta",1,1,0.868942,"Jul 26, 2021<br><b>Delta</b> 100%"
2021-07-26,326010,261,8.2513885095147,5.68609640584511,"Jul 26, 2021<br><b>5.69</b> cases per 100,000 people",43.1679398596279,1.52561274656031,43.1469358730094,"Jul 26, 2021<br><b>43.17M</b> copies per person per day","7-day avg. load on Jul 26 :<br><b>43.1M</b> copies per person per day","N501Y","Alpha, Beta & Gamma",0,0,0.022697,"Jul 26, 2021<br><b>Alpha, Beta & Gamma</b> 0%"
2021-07-27,326656,646,20.4229769239329,6.82421895888162,"Jul 27, 2021<br><b>6.82</b> cases per 100,000 people",54.2364979353269,6.55511363051171,45.4259156503781,"Jul 27, 2021<br><b>54.24M</b> copies per person per day","7-day avg. load on Jul 27 :<br><b>45.4M</b> copies per person per day","K417N","Omicron",NA,NA,NA,"Jul 27, 2021<br><b>Omicron</b> NA%"
